"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000085829","ACV-0000175637","F","37","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","21651","Divided Highway"
"CR-0000085823","ACV-0000175627","M","72","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085825","ACV-0000175631","F","39","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085827","ACV-0000175635","M","31","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085826","ACV-0000175632","M","0","","Unknown","Driver","Impairment Not Known","North","Entering Traffic","Car","Other Violation","1","Not Applicable","Not Applicable"
"CR-0000085828","ACV-0000175636","M","13","","Not Applicable","Bicycle","Had Not Been Drinking","West","Proceeding Straight","Bicycle","Runaway Vehicle","1","22350","Speeding"
"CR-0000085830","ACV-0000175640","F","53","","Major","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Other Violation","1","Not Applicable","Not Applicable"
"CR-0000085831","ACV-0000175642","M","54","","Major","Driver","Had Not Been Drinking","North","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085832","ACV-0000175646","F","48","","Moderate","Driver","Had Not Been Drinking","North","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085834","ACV-0000175650","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085831","ACV-0000175641","M","69","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Inattention","1","21453","Run Red Light"
"CR-0000085832","ACV-0000175645","F","49","","Major","Driver","Had Not Been Drinking","North","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085834","ACV-0000175649","","0","","Major","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000085832","ACV-0000175644","M","20","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000085833","ACV-0000175648","M","67","","Minor","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085830","ACV-0000175639","F","57","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","21453","Run Red Light"
"CR-0000085831","ACV-0000175643","F","37","","Minor","Driver","Had Not Been Drinking","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085833","ACV-0000175647","","0","","Minor","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","21453","Run Red Light"
"CR-0000085842","ACV-0000175665","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085837","ACV-0000175656","M","63","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085843","ACV-0000175670","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085835","ACV-0000175652","F","37","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000085844","ACV-0000175671","F","26","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Speeding","1","21453","Run Red Light"
"CR-0000085842","ACV-0000175667","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085845","ACV-0000175673","F","44","","None","Driver","Had Not Been Drinking","West","Making Right Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085837","ACV-0000175655","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000085847","ACV-0000175677","F","32","","Totaled","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000085842","ACV-0000175668","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085838","ACV-0000175657","M","48","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000085843","ACV-0000175669","","0","","Unknown","Driver","Impairment Not Known","North","Making U-Turn","Other","Other Violation","1","22106","Unsafe Backing"
"CR-0000085841","ACV-0000175663","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085839","ACV-0000175659","M","19","","Major","Driver","Had Not Been Drinking","North","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000085839","ACV-0000175660","F","34","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085840","ACV-0000175661","M","28","","Major","Driver","Had Been Drinking - Under Influence","West","Making Left Turn","Car","Speeding","1","23152","Driving Drunk"
"CR-0000085842","ACV-0000175664","M","20","","Major","Driver","Had Been Drinking - Under Influence","West","Proceeding Straight","Car","Other Violation","1","23140","Driving Drunk <21"
"CR-0000085846","ACV-0000175675","M","55","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","21453","Run Red Light"
"CR-0000085838","ACV-0000175658","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085835","ACV-0000175651","M","32","","Moderate","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","21453","Run Red Light"
"CR-0000085836","ACV-0000175654","F","33","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085842","ACV-0000175666","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Motorcycle/Moped","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085841","ACV-0000175662","M","38","","Major","Driver","Impairment Not Known","North","Making Left Turn","Car","Other Violation","1","22350","Speeding"
"CR-0000085845","ACV-0000175674","M","46","","Not Applicable","Pedestrian","Had Not Been Drinking","South","Other (Ped)","Pedestrian","Unknown","1","21954","Pedestrian Yield Car"
"CR-0000085846","ACV-0000175676","M","28","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085844","ACV-0000175672","M","21","","Moderate","Driver","Impairment Not Known","North","Making Left Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085836","ACV-0000175653","M","38","","Unknown","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","22350","Speeding"
"CR-0000085861","ACV-0000175702","M","35","","Not Applicable","Bicycle","Had Not Been Drinking","East","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085854","ACV-0000175690","M","22","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085855","ACV-0000175691","","0","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","21703","Follow Too Closely"
"CR-0000085856","ACV-0000175693","M","32","","Major","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Unknown","1","21801","Yield Left Turn"
"CR-0000085863","ACV-0000175706","M","0","","Moderate","Driver","Had Not Been Drinking","North","Slowing/Stopping","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085853","ACV-0000175688","M","60","","Major","Driver","Had Been Drinking - Under Influence","East","Making Left Turn","Car","Unknown","1","23152","Driving Drunk"
"CR-0000085851","ACV-0000175685","M","31","","Moderate","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000085855","ACV-0000175692","F","24","","Moderate","Driver","Had Not Been Drinking","West","Slowing/Stopping","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085856","ACV-0000175694","M","84","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085852","ACV-0000175687","M","32","","Major","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000085860","ACV-0000175700","M","19","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085850","ACV-0000175683","M","52","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085860","ACV-0000175699","F","57","","Major","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000085848","ACV-0000175678","","0","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","21453","Run Red Light"
"CR-0000085849","ACV-0000175680","F","32","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Unknown","1","21453","Run Red Light"
"CR-0000085848","ACV-0000175679","F","71","","Moderate","Driver","Had Not Been Drinking","West","Making Left Turn","Car","Entering/Leaving Ramp","1","Not Applicable","Not Applicable"
"CR-0000085854","ACV-0000175689","M","36","","Not Applicable","Pedestrian","Impairment Not Known","West","Entering Traffic","Pedestrian","None Apparent","1","21456","Pedestrian Don't Walk"
"CR-0000085851","ACV-0000175686","F","43","","Not Applicable","Pedestrian","Impairment Not Known","North","Other (Ped)","Pedestrian","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085857","ACV-0000175695","M","38","","Major","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Unknown","1","22350","Speeding"
"CR-0000085862","ACV-0000175703","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","21457","Flashing Signal"
"CR-0000085849","ACV-0000175681","M","31","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085859","ACV-0000175698","M","71","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000085861","ACV-0000175701","M","62","","Minor","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000085850","ACV-0000175684","M","39","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085850","ACV-0000175682","","0","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000085859","ACV-0000175697","","0","","Unknown","Driver","Impairment Not Known","Unknown","Entering Traffic","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000085858","ACV-0000175696","","0","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","Unknown","Unknown"
"CR-0000085862","ACV-0000175704","M","40","","Moderate","Driver","Had Not Been Drinking","North","Changing Lanes","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085863","ACV-0000175705","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000085869","ACV-0000175718","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000085868","ACV-0000175715","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000085869","ACV-0000175717","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000085867","ACV-0000175713","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000085866","ACV-0000175711","F","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Panel Truck","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000085870","ACV-0000175721","","0","","Unknown","Driver","Impairment Not Known","Unknown","Making U-Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000085865","ACV-0000175709","M","35","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22106","Unsafe Backing"
"CR-0000085867","ACV-0000175714","M","29","","Minor","Driver","Impairment Not Known","South","Making Left Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000085869","ACV-0000175719","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000085864","ACV-0000175708","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000085868","ACV-0000175716","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000085866","ACV-0000175712","M","29","","Minor","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
