"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"677113","CR-0000086253","0","1","0","0","21-092-0372","False","False","271","4/2/2021 11:12:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"677114","CR-0000086254","0","1","0","0","21-092-0552","False","False","0","4/2/2021 2:21:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677115","CR-0000086255","0","0","0","0","21-092-0617","False","False","99","4/2/2021 3:35:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"677116","CR-0000086256","0","1","0","0","21-092-0682","False","False","78","4/2/2021 4:46:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Non-Related","Motorcycle","Not Applicable","Not Applicable","South Of",""
"677117","CR-0000086257","0","1","0","0","21-092-0877","True","False","0","4/2/2021 7:37:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","Light pole"
"677118","CR-0000086258","0","0","0","0","21-092-0929","False","False","75","4/2/2021 9:11:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"677119","CR-0000086259","0","0","0","0","21-092-0997","False","False","0","4/2/2021 9:49:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677120","CR-0000086260","2","0","0","0","21-092-1082","False","False","50","4/2/2021 11:10:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"677121","CR-0000086261","0","0","0","0","21-093-0032","False","False","30","4/3/2021 12:27:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"677122","CR-0000086262","0","0","0","0","21-093-0038","False","False","338","4/3/2021 12:44:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"677123","CR-0000086263","0","0","0","0","21-093-0046","False","False","0","4/3/2021 12:52:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677124","CR-0000086264","1","0","0","0","21-093-0055","False","False","377","4/3/2021 1:03:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"677125","CR-0000086265","0","1","0","0","21-093-0166","False","False","0","4/3/2021 6:29:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Unknown","Unknown","Cloudy","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677126","CR-0000086266","1","0","0","0","21-093-0424","False","False","60","4/3/2021 1:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"677127","CR-0000086267","1","0","0","0","21-093-0521","False","False","51","4/3/2021 2:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"677128","CR-0000086268","0","0","0","0","21-093-0662","False","False","350","4/3/2021 5:37:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"677129","CR-0000086269","1","0","0","0","21-093-0683","False","False","275","4/3/2021 6:02:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"677130","CR-0000086270","0","0","0","0","21-093-0684","False","False","46","4/3/2021 6:03:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"677131","CR-0000086271","0","0","0","0","21-093-0789","True","False","575","4/3/2021 7:45:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","Light pole"
"677132","CR-0000086272","0","0","0","0","21-093-1040","False","False","62","4/3/2021 11:31:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"677133","CR-0000086273","0","0","0","0","21-094-0048","False","False","92","4/4/2021 12:58:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"677134","CR-0000086274","0","0","0","0","21-094-0162","False","False","520","4/4/2021 5:59:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"677135","CR-0000086275","0","0","0","0","21-094-0207","False","False","200","4/4/2021 8:26:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"677136","CR-0000086276","1","1","1","0","21-094-0308","False","False","0","4/4/2021 11:06:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677137","CR-0000086277","0","0","0","0","21-094-0358","False","False","0","4/4/2021 12:28:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677138","CR-0000086278","0","0","1","0","21-094-0635","False","False","0","4/4/2021 5:41:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Not Functioning","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At",""
"677139","CR-0000086279","0","1","0","0","21-094-0690","False","False","51","4/4/2021 6:47:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Unknown","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"677140","CR-0000086280","0","0","0","0","21-094-0738","False","False","100","4/4/2021 7:40:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"677141","CR-0000086281","0","1","0","0","21-094-0756","False","False","323","4/4/2021 8:21:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"677142","CR-0000086282","2","0","0","0","21-095-0744","False","False","0","4/4/2021 8:48:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677143","CR-0000086285","0","0","0","0","21-095-0061","True","False","51","4/5/2021 2:15:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","North Of","Light pole"
"677144","CR-0000086286","1","0","0","0","21-095-0131","False","False","0","4/5/2021 6:48:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Cloudy","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677145","CR-0000086287","1","0","0","0","21-095-0136","False","False","0","4/5/2021 6:56:00 AM","No Pedestrians Involved","Unknown","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677146","CR-0000086288","2","0","0","0","21-095-0208","False","False","0","4/5/2021 9:21:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677147","CR-0000086289","0","1","0","0","21-095-0482","False","False","250","4/5/2021 3:35:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Bike At Fault","Controls Functioning","Clear","Vehicle/Bike","Non-Related","Scooter Motorized","Not Applicable","Not Applicable","South Of",""
"677148","CR-0000086290","1","0","0","0","21-095-0696","False","False","","4/5/2021 7:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"677149","CR-0000086291","0","0","0","0","21-095-0741","False","False","0","4/5/2021 8:37:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677150","CR-0000086292","0","0","1","0","21-095-0753","False","False","0","4/5/2021 9:01:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Bike At Fault","Controls Functioning","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At",""
"677151","CR-0000086293","0","0","0","0","21-096-0008","False","False","138","4/6/2021 12:10:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"677152","CR-0000086294","0","0","0","0","21-096-0099","True","False","28","4/6/2021 3:14:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Related","Fixed Object","Not Applicable","Not Applicable","North Of","Fence, sign post"
"677153","CR-0000086295","0","1","0","0","21-096-0370","True","False","160","4/6/2021 11:10:00 AM","No Pedestrians Involved","Dry","Construction - Repair Zone","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","East Of","Light pole"
"677154","CR-0000086296","0","0","0","0","21-096-0472","False","False","0","4/6/2021 12:51:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677155","CR-0000086297","1","1","0","0","21-096-0679","False","False","0","4/6/2021 4:16:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677156","CR-0000086298","1","1","0","0","21-097-0411","False","False","0","4/7/2021 11:23:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677157","CR-0000086299","1","0","0","0","21-097-0507","False","False","425","4/7/2021 1:01:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"677158","CR-0000086300","1","0","0","0","21-097-0685","False","False","0","4/7/2021 7:18:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677159","CR-0000086301","0","0","0","0","21-097-1012","False","False","0","4/7/2021 9:39:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"677160","CR-0000086302","1","0","0","0","21-097-1027","False","False","51","4/7/2021 10:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","PG&E pole"
